whitefly_ID	species	pop_geo	pop_geo_env	collection_date	latitude	longitude	environment	host_plant	insecticide_treat	insecticide_list	H06	MS145	P59	P7	D04	P5	G03	SSA13	SSA2	SSA41	SSA6	mut_L925I	mut_T929V	MeIo_clust1	MeIo_clust2	Med_clust1	Med_clust2	Med_clust3
P18x4	MEAM1	G39	GE52	14-oct-16	-20.97096944	55.667275	Open_field	Eggplant	No		173181	216218	175201	183183	139157	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P18x5	MEAM1	G39	GE52	14-oct-16	-20.97096944	55.667275	Open_field	Eggplant	No		173189	216218	183203	183183	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P18x6	MEAM1	G39	GE52	14-oct-16	-20.97096944	55.667275	Open_field	Eggplant	No		169185	216216	183183	183181	161165	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P18x7	MEAM1	G39	GE52	14-oct-16	-20.97096944	55.667275	Open_field	Eggplant	No		169181	216218	183183	183183	149161	212214	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P18x8	MEAM1	G39	GE52	14-oct-16	-20.97096944	55.667275	Open_field	Eggplant	No		185185	216218	201213	183183	153161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P18x9	MEAM1	G39	GE52	14-oct-16	-20.97096944	55.667275	Open_field	Eggplant	No		169185	216218	175203	183189	139191	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P19x10	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169173	218218	183205	183183	149157	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x11	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		189189	218218	175203	181181	159159	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P19x13	IO	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		161161	176176	179183	181181	103123	212216	160160	261261	103103	228228	125125	L925/L925	NA	0.004	0.996			
P19x14	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		173189	216216	175185	183183	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x15	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		189189	218220	183175	183183	149161	212212	160174	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x16	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		181181	216216	183183	183183	139149	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x17	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		181185	216216	183195	183183	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x18	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169181	218218	183183	181181	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.995	0.005			
P19x19	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		181181	216216	201201	183183	149161	212212	160160	251251	103103	228228	125127	I925/I925	NA	0.997	0.003			
P19x1	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		181185	216216	175183	183181	161191	212212	160174	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x20	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169189	216218	175205	183189	139149	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P19x21	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169169	220220	175183	183183	139161	212214	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P19x22	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		185185	218218	175203	181181	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P19x23	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		185185	216218	195205	183183	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x24	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169181	216218	183183	183183	123157	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.995	0.005			
P19x25	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		181185	216218	203203	183183	149161	212212	160160	251251	103103	228228	127125	I925/I925	NA	0.997	0.003			
P19x26	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169169	216216	203203	183195	149161	212214	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x27	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		181185	216218	183203	183183	139161	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x28	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169169	216216	183213	183183	149149	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P19x29	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		181185	216220	213213	181183	161161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P19x2	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169181	216216	203203	183183	157161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x30	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169181	216216	183183	183183	161161	212212	160174	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x31	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169173	218218	183203	183183	149161	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x32	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		185185	218218	183203	183183	149191	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x3	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		161185	216216	183183	177183	161161	212212	160174	251251	103103	228228	125125	NA	NA	0.991	0.009			
P19x4	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		173173	216218	183205	181183	139149	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P19x5	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		173181	218220	183203	181181	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P19x6	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		181185	218218	183203	183183	139161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P19x7	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169185	218218	183205	181183	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P19x8	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		181185	216222	175183	183189	145149	212212	160160	251251	103103	228228	125125	I925/I925	T929/T929	0.996	0.004			
P19x9	MEAM1	G39	GE51	14-oct-16	-20.97096944	55.667275	Field_surroundings	Weeds	NA		169181	216216	183203	183189	139153	212212	160174	251251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P1x10	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161161	176176	179179	181187	103103	212212	160160	261261	103103	228242	125127	L925/L925	NA	0.003	0.997			
P1x11	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	180180	179193	181181	103103	210210	160160	261261	103103	228242	125127	L925/L925	NA	0.002	0.998			
P1x12	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161173	176180	179193	181189	103103	212216	160160	261261	103103	242242	125127	L925/L925	NA	0.005	0.995			
P1x13	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		169169	180180	179193	181181	103103	216216	160160	261261	103103	0	125125	L925/L925	NA	0.003	0.997			
P1x14	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176176	179193	181189	131131	212216	160166	261261	103103	228228	125125	L925/L925	NA	0.003	0.997			
P1x15	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176180	179179	181181	103103	212216	150160	261261	103103	242242	125125	L925/L925	NA	0.003	0.997			
P1x16	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161161	176180	179179	181181	103103	216216	160166	261261	103103	242228	125127	L925/L925	NA	0.002	0.998			
P1x17	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161161	176176	183193	181189	103123	212216	160160	261261	103103	242228	125125	L925/L925	T929/T929	0.003	0.997			
P1x18	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		169169	176176	179193	181189	103103	212218	160160	261261	103103	228242	125127	L925/L925	NA	0.003	0.997			
P1x1	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176176	179179	181181	103123	210216	160160	261261	103103	228242	125125	L925/L925	NA	0.002	0.998			
P1x20	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161161	180180	179193	181187	103123	210210	160160	261261	103103	228228	125125	L925/L925	NA	0.002	0.998			
P1x21	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		169169	176180	179193	181189	0	212212	160160	261261	103103	228228	127127	L925/L925	NA	0.004	0.996			
P1x22	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176180	179183	181189	123123	212212	160160	261261	103103	228250	125127	L925/L925	NA	0.004	0.996			
P1x23	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161161	176180	179179	183183	103103	216216	160160	221261	103103	228242	125127	L925/L925	NA	0.021	0.979			
P1x24	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176176	183183	181181	103123	212216	160160	261261	103103	242228	125127	L925/L925	NA	0.004	0.996			
P1x25	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176180	179193	181181	103103	210212	160160	261261	103103	228242	125125	L925/L925	NA	0.003	0.997			
P1x26	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161161	176180	179179	189189	0	216216	160160	221221	103103	242242	125127	NA	NA	0.002	0.998			
P1x27	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176180	171179	181189	103103	210216	160160	0	103103	228242	125125	L925/L925	NA	0.003	0.997			
P1x28	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		169169	176180	179179	181181	103131	212218	160160	261261	103103	228228	125127	L925/L925	NA	0.003	0.997			
P1x29	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		151161	180180	179179	181189	103103	212216	160160	261261	103103	242228	127127	L925/L925	NA	0.002	0.998			
P1x2	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	180180	183183	181181	103103	216218	150160	261261	103103	228242	125127	L925/L925	NA	0.004	0.996			
P1x30	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176180	179183	181181	103131	216216	160160	261261	103103	228228	125127	L925/L925	T929/T929	0.003	0.997			
P1x31	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176176	179193	181189	103123	212216	160160	221261	103103	228242	125125	L925/L925	NA	0.003	0.997			
P1x32	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176180	179193	181181	103125	212218	160160	261261	103103	250250	125127	L925/L925	NA	0.002	0.998			
P1x3	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161161	176176	179179	181181	103123	210212	160160	261261	103103	228228	125127	L925/L925	NA	0.003	0.997			
P1x4	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161161	180180	179193	181183	103103	210216	160160	261261	103103	228242	125125	L925/L925	NA	0.006	0.994			
P1x5	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161161	180180	179193	181181	103127	212216	160160	261261	103103	242228	125127	L925/L925	NA	0.002	0.998			
P1x6	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176176	179193	181189	103131	212216	160160	221261	103103	228228	125125	L925/L925	NA	0.003	0.997			
P1x7	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176180	183193	181189	103121	210210	160160	221261	103103	250250	125125	L925/L925	NA	0.002	0.998			
P1x8	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176176	171179	181189	103103	212216	160160	261261	103103	228242	125125	L925/L925	NA	0.003	0.997			
P1x9	IO	G41	GE56	06-oct-16	-20.94986111	55.68579167	Non-cultivated	Weeds	No		161169	176176	179179	181181	103123	212216	160160	261261	103103	228242	125127	L925/L925	NA	0.002	0.998			
P20x10	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	180180	179193	181181	103123	216226	160160	261261	103103	228242	125127	L925/L925	NA	0.002	0.998			
P20x11	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		169169	176180	179193	181181	103123	210216	160160	261261	103103	242242	125125	L925/L925	NA	0.002	0.998			
P20x12	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161169	176176	179179	181187	103125	212216	160160	261261	103103	228250	125127	L925/L925	NA	0.002	0.998			
P20x13	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		169173	180180	179183	181181	103103	212216	160160	261261	103103	228242	125127	L925/L925	NA	0.009	0.991			
P20x14	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161169	176176	179183	181189	103123	212226	160166	261261	103103	228242	125127	L925/L925	T929/T929	0.003	0.997			
P20x15	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		169169	176176	179179	181181	103123	212216	160160	261261	103103	228228	125125	L925/L925	NA	0.003	0.997			
P20x16	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161169	176180	179193	181189	0	216218	160160	261261	103103	228250	125127	L925/L925	NA	0.002	0.998			
P20x17	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	176180	179179	181181	123103	212216	160166	261261	103103	228228	125125	L925/L925	NA	0.003	0.997			
P20x18	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	180180	179183	181181	103123	210212	160160	261261	103103	228242	127125	L925/L925	NA	0.003	0.997			
P20x19	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	176176	179179	181189	127127	210216	160160	261261	103103	228262	125127	L925/L925	NA	0.002	0.998			
P20x1	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	176176	179193	181187	103121	212216	160160	261261	103103	228242	127125	L925/L925	NA	0.002	0.998			
P20x20	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	180180	179179	181189	103123	210218	160160	261261	103103	228228	125125	L925/L925	NA	0.002	0.998			
P20x21	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	176180	183193	183189	103123	212216	160160	261261	103103	228228	127125	L925/L925	NA	0.013	0.987			
P20x22	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		169169	180180	179193	181181	0	0	154154	261261	103103	228250	125127	L925/L925	NA	0.003	0.997			
P20x23	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	176180	179179	181181	103103	216230	160160	261261	103103	228242	125127	L925/L925	NA	0.002	0.998			
P20x2	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	180180	179193	181181	103103	210212	160160	261261	103103	228250	125127	L925/L925	NA	0.002	0.998			
P20x3	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	180180	179193	181181	0	210216	160160	261261	103103	228242	125127	L925/L925	NA	0.002	0.998			
P20x4	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161169	176176	179179	181189	0	216218	160166	261261	103103	228242	125127	L925/L925	NA	0.002	0.998			
P20x5	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		165169	176180	179193	181181	0	210212	160160	261261	103103	228228	125125	L925/L925	NA	0.005	0.995			
P20x6	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	180180	179193	189189	123123	210212	160160	261261	103105	228242	127125	L925/L925	NA	0.002	0.998			
P20x7	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161161	176180	179179	181189	103123	212216	160160	261261	103103	228242	125125	L925/L925	NA	0.003	0.997			
P20x8	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		169169	176176	179193	181189	123123	210212	160160	261261	103103	228250	125127	L925/L925	NA	0.003	0.997			
P20x9	IO	G38	GE50	14-oct-16	-21.052775	55.71749444	Non-cultivated	Weeds	No		161169	176176	179179	181181	103123	210210	160166	261261	103103	228242	125127	L925/L925	NA	0.002	0.998			
P21x10	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	173181	216216	175179	183183	139165	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.982	0.018			
P21x11	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	181181	218218	175183	183183	139139	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x12	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	169173	218218	201201	183183	139139	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x13	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	181181	218218	183183	179183	139157	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x14	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	169185	216218	183201	183183	161161	212212	160166	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P21x15	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	173181	216218	183201	183183	139149	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x16	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	151151	0	0	177177	161165	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.956	0.044			
P21x17	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	173185	216218	183203	183183	123139	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P21x18	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	169185	218218	183201	183183	165165	212214	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x19	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	169185	218218	183183	183183	165165	212214	160160	249253	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x1	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	181181	216218	175175	183183	161165	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x20	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	173185	216216	203203	183183	139139	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x21	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	173185	216216	179179	183183	161161	212212	150160	251251	103103	228228	125125	I925/I925	T929/T929	0.904	0.096			
P21x22	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	173185	216216	203203	183183	123139	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P21x24	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	173173	218218	175205	183183	149161	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x27	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	185185	216218	203203	183183	139139	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x28	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	173185	218218	175183	183183	161165	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x29	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	181185	216218	175183	183183	149161	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x2	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	173181	216222	179213	183187	149165	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.969	0.031			
P21x30	Hybride	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	173181	216216	179179	183183	149165	212212	160160	251251	103103	228228	125125	I925/I925	T929/T929	0.895	0.105			
P21x31	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	169185	216216	185213	183183	161165	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x3	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	181181	222222	183213	183183	139149	212212	150160	249249	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x4	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	169181	216216	203203	183183	149165	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x5	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	181185	218218	175183	183183	139139	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x6	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	169181	218218	175201	183183	161165	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x7	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	185185	216218	175203	183183	165165	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P21x8	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	169173	218218	183193	183183	165165	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.992	0.008			
P21x9	MEAM1	G34	GE46	17-oct-16	-21.35763889	55.77753611	Greenhouse	Eggplant	Yes	AVE	169185	218218	183193	183183	149165	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.992	0.008			
P22x10	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161169	180180	179183	181189	103123	212212	160160	261261	103103	228228	125125	L925/L925	NA	0.006	0.994			
P22x11	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161161	176180	183183	183189	103123	210216	150160	261261	103103	242242	125127	L925/L925	NA	0.012	0.988			
P22x12	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161169	180180	183183	181189	103123	212212	160160	261261	103103	228242	125125	L925/L925	NA	0.007	0.993			
P22x13	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161161	180180	179179	189189	103123	212216	160160	261261	103103	228228	127127	L925/L925	NA	0.002	0.998			
P22x14	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161173	180180	179193	189189	103103	216218	160160	261261	103103	228228	125127	L925/L925	NA	0.005	0.995			
P22x15	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161169	180180	179193	181181	103123	212212	150160	261261	103103	228242	125127	L925/L925	NA	0.004	0.996			
P22x16	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161169	176180	179183	183189	103123	212216	150160	261261	103103	242242	127127	L925/L925	NA	0.01	0.99			
P22x17	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161169	180180	179179	181189	103123	210216	150160	0	0	0	0	L925/L925	NA	0.003	0.997			
P22x18	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161169	180180	183193	181187	103103	216216	150160	261261	103103	242242	125127	L925/L925	NA	0.003	0.997			
P22x19	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161177	176180	179179	181181	103123	212216	160166	0	103103	228240	125127	L925/L925	NA	0.033	0.967			
P22x1	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161161	176180	179193	181181	103123	216218	150160	261261	103103	228250	125125	L925/L925	NA	0.003	0.997			
P22x21	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161169	176180	179193	181181	0	212218	150160	261261	103103	228228	125127	L925/L925	NA	0.005	0.995			
P22x22	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161169	180180	179179	181189	103123	212218	150160	261261	103103	228242	125127	L925/L925	NA	0.003	0.997			
P22x23	IO	G33	GE45	20-Apr-17	-21.36415278	55.74262222	Non-cultivated	Weeds	No		161169	180180	179179	181189	103103	212216	160160	261261	103103	228228	125127	L925/L925	NA	0.003	0.997			
